CustomerID,TerritoryID,AccountNumber,CustomerType,rowguid,ModifiedDate
20399,1,AW00020399,I,lgwBEoKHuE2sSY+1EdsHCg==,2004-10-13 11:15:07.000000 UTC
21395,1,AW00021395,I,jysB7uuS/0m6LvkyXRmi4A==,2004-10-13 11:15:07.000000 UTC
21626,1,AW00021626,I,bsNhg0l+V0qWlh4UFRkKLw==,2004-10-13 11:15:07.000000 UTC
21728,1,AW00021728,I,UfXL6cJK9kq0sni4JgzXyA==,2004-10-13 11:15:07.000000 UTC
21754,1,AW00021754,I,NSkgA2UmQk6SbA34Nc2h5A==,2004-10-13 11:15:07.000000 UTC
22115,1,AW00022115,I,hQsdQFZY4kiM0IXO9/Lf0w==,2004-10-13 11:15:07.000000 UTC
22160,1,AW00022160,I,giiMNsc+uE+gBHVFI60hIA==,2004-10-13 11:15:07.000000 UTC
22290,1,AW00022290,I,Rhg9ICL0+EWDU61qRoJe7g==,2004-10-13 11:15:07.000000 UTC
22376,1,AW00022376,I,eUsGAwArDE+IlK9GcQmXSg==,2004-10-13 11:15:07.000000 UTC
23037,1,AW00023037,I,l8JWl+UWTkSgcXcFz2hcOA==,2004-10-13 11:15:07.000000 UTC
23706,1,AW00023706,I,UVqNZ+zesUqzghnOUys+Eg==,2004-10-13 11:15:07.000000 UTC
24498,1,AW00024498,I,x1LvZuQ0uEK0WbmqQWXrvg==,2004-10-13 11:15:07.000000 UTC
24936,1,AW00024936,I,Qh/zgy40NkSuCBcccdN9dw==,2004-10-13 11:15:07.000000 UTC
25067,1,AW00025067,I,Jj2Xpb3nFEqGQZXAFyz8zg==,2004-10-13 11:15:07.000000 UTC
25979,1,AW00025979,I,XxZDBEclnkOY8pVGLMsf4A==,2004-10-13 11:15:07.000000 UTC
26259,1,AW00026259,I,yMzyqRfS70G7i7RxAYsUGQ==,2004-10-13 11:15:07.000000 UTC
26275,1,AW00026275,I,TJnkW4Ag8kibd48+nRW1sQ==,2004-10-13 11:15:07.000000 UTC
26487,1,AW00026487,I,466BrdQrTEeu6FmNqgidNg==,2004-10-13 11:15:07.000000 UTC
26580,1,AW00026580,I,o36XF3Ei+UuZaTxp5IrYzw==,2004-10-13 11:15:07.000000 UTC
26717,1,AW00026717,I,wm5SeobXBUyQQ62Mpfdz8Q==,2004-10-13 11:15:07.000000 UTC
27047,1,AW00027047,I,6mVl3FSrME2N7zdKQhkAmg==,2004-10-13 11:15:07.000000 UTC
27221,1,AW00027221,I,JctttvnYGUyUtKXOM2OQkA==,2004-10-13 11:15:07.000000 UTC
27629,1,AW00027629,I,vBqEh2grfkuYThUpSYWDuw==,2004-10-13 11:15:07.000000 UTC
27911,1,AW00027911,I,TOMTaqq+akutXbN1yCtxtA==,2004-10-13 11:15:07.000000 UTC
28004,1,AW00028004,I,o696znC+3k6+E51Dbaadvg==,2004-10-13 11:15:07.000000 UTC
28017,1,AW00028017,I,YLm9Q7brKkm38tjjhOSEpw==,2004-10-13 11:15:07.000000 UTC
28266,1,AW00028266,I,JjrX3H3k3Uas6tp1iy6IRQ==,2004-10-13 11:15:07.000000 UTC
28870,1,AW00028870,I,G2IlsOdB202f7yPu8fXVkg==,2004-10-13 11:15:07.000000 UTC
29217,1,AW00029217,I,uqT49pQO/0Oh3UxFJ2OgFw==,2004-10-13 11:15:07.000000 UTC
11013,1,AW00011013,I,LR/VApGpF0yBObFNhMMXqg==,2004-10-13 11:15:07.000000 UTC
11062,1,AW00011062,I,LNh2eO2cNEOCbpqRHMqVBw==,2004-10-13 11:15:07.000000 UTC
11133,1,AW00011133,I,l/TjWttsNEKOhV4E4N2QfQ==,2004-10-13 11:15:07.000000 UTC
11144,1,AW00011144,I,BtQESb7imk+hfLKfp7f/BA==,2004-10-13 11:15:07.000000 UTC
11746,1,AW00011746,I,I68WGifcIUml9G2d9FS9Rw==,2004-10-13 11:15:07.000000 UTC
11926,1,AW00011926,I,gtHI7b681UKrn03rV9nx3A==,2004-10-13 11:15:07.000000 UTC
12445,1,AW00012445,I,04019ypzs0uesRdaPlqAJQ==,2004-10-13 11:15:07.000000 UTC
13063,1,AW00013063,I,a+uwNixKAUSout/7shHi5g==,2004-10-13 11:15:07.000000 UTC
13083,1,AW00013083,I,R41e3XMpCEy1OJwVKb3RLQ==,2004-10-13 11:15:07.000000 UTC
13248,1,AW00013248,I,Wu8bcth/j0qEXIBVBxOy3A==,2004-10-13 11:15:07.000000 UTC
13384,1,AW00013384,I,devN0eaAb0GRUjnsSA9DOw==,2004-10-13 11:15:07.000000 UTC
13761,1,AW00013761,I,Ns03xmiuD0Sq7nyhryEObQ==,2004-10-13 11:15:07.000000 UTC
13870,1,AW00013870,I,iS7Vp2NAbEOvITslEkqwBg==,2004-10-13 11:15:07.000000 UTC
13911,1,AW00013911,I,ZH7fR5luqEith1GeMBVXLw==,2004-10-13 11:15:07.000000 UTC
13926,1,AW00013926,I,q/JO87pBJkqnrO+jcnUPBQ==,2004-10-13 11:15:07.000000 UTC
14000,1,AW00014000,I,+2qEDkPqpE6BYzNzsw6DQg==,2004-10-13 11:15:07.000000 UTC
14405,1,AW00014405,I,zXGMS0Q8P0+r2VhCAtMj3g==,2004-10-13 11:15:07.000000 UTC
14637,1,AW00014637,I,HdlgqBx9yEi3JT0YA8VTag==,2004-10-13 11:15:07.000000 UTC
14887,1,AW00014887,I,iVMjiSMJaEOdhbDQiNwu4A==,2004-10-13 11:15:07.000000 UTC
15774,1,AW00015774,I,YD54h/Byz0+Ze5RI2tVzNg==,2004-10-13 11:15:07.000000 UTC
15848,1,AW00015848,I,HLLhcIsM4EWJQ+f/CRYNkA==,2004-10-13 11:15:07.000000 UTC
15934,1,AW00015934,I,oIlpOW299EyYxy8zZ9YVVQ==,2004-10-13 11:15:07.000000 UTC
15969,1,AW00015969,I,x1fRepVQIEaUxwGheMouEw==,2004-10-13 11:15:07.000000 UTC
16751,1,AW00016751,I,DcnroG1fkUmx3lHHb9gYOQ==,2004-10-13 11:15:07.000000 UTC
16757,1,AW00016757,I,LZF/EvK3bkiZPLOoi2XysA==,2004-10-13 11:15:07.000000 UTC
16986,1,AW00016986,I,RyjTQd+mRUaRjOziLsYoIQ==,2004-10-13 11:15:07.000000 UTC
17519,1,AW00017519,I,BtCFrd+Qv0Si8WGxith1fg==,2004-10-13 11:15:07.000000 UTC
17540,1,AW00017540,I,zARzV6PVlEOBD+sZtl54kg==,2004-10-13 11:15:07.000000 UTC
17588,1,AW00017588,I,HMfQnGzl1UOyamig5wEPuA==,2004-10-13 11:15:07.000000 UTC
18834,1,AW00018834,I,BoLOk6Af/kuK7s465QQq8g==,2004-10-13 11:15:07.000000 UTC
19985,1,AW00019985,I,DcS629C9S0Wty5f0wqebIA==,2004-10-13 11:15:07.000000 UTC
20101,1,AW00020101,I,h9apmI33DUmt7LjxmWGlGQ==,2004-10-13 11:15:07.000000 UTC
20197,1,AW00020197,I,z82GTtowb0K9S7aajAwWkQ==,2004-10-13 11:15:07.000000 UTC
20281,1,AW00020281,I,bFoajkGin0SlbGsH748Yaw==,2004-10-13 11:15:07.000000 UTC
20323,1,AW00020323,I,jBnqq8MuGUyof0I0gkKY2w==,2004-10-13 11:15:07.000000 UTC
21146,1,AW00021146,I,0QNEq1/r20aB0fSWoTLJ3g==,2004-10-13 11:15:07.000000 UTC
21483,1,AW00021483,I,XG7a1c+g0kytHQK6bG8fvg==,2004-10-13 11:15:07.000000 UTC
21500,1,AW00021500,I,eKEOZL2JqkeptoL4JKfKHQ==,2004-10-13 11:15:07.000000 UTC
21599,1,AW00021599,I,W4wUU4Kqi0m1DwK+RLiKpA==,2004-10-13 11:15:07.000000 UTC
22007,1,AW00022007,I,VPhV/5sqR0aQd3xYbq/qPQ==,2004-10-13 11:15:07.000000 UTC
22255,1,AW00022255,I,F1cJEb2SMEuRGq6iZeqxfw==,2004-10-13 11:15:07.000000 UTC
23191,1,AW00023191,I,ie/A8eUaNUqiapwOMJoNmQ==,2004-10-13 11:15:07.000000 UTC
23263,1,AW00023263,I,oi+RHIz6MEOzLfg/G9hzgA==,2004-10-13 11:15:07.000000 UTC
23782,1,AW00023782,I,yn9UkO5tnUmzASITpqj5aw==,2004-10-13 11:15:07.000000 UTC
23792,1,AW00023792,I,a3NXMYQJNkiHV+JYisnC0Q==,2004-10-13 11:15:07.000000 UTC
24222,1,AW00024222,I,NRRkJauT8020e5sQRUiTVQ==,2004-10-13 11:15:07.000000 UTC
24743,1,AW00024743,I,UkNIsf0d302BTtQW/LUhSw==,2004-10-13 11:15:07.000000 UTC
24965,1,AW00024965,I,0rRrZYFosU2v7dJojqcwzw==,2004-10-13 11:15:07.000000 UTC
25000,1,AW00025000,I,NwKuOTnQ0kiUpnGzT0byTQ==,2004-10-13 11:15:07.000000 UTC
25006,1,AW00025006,I,bfhLJy79M0aXMpxqXDzgqQ==,2004-10-13 11:15:07.000000 UTC
25074,1,AW00025074,I,Z9VBJs+fP0+nFif5VMYwKQ==,2004-10-13 11:15:07.000000 UTC
25146,1,AW00025146,I,Zf48CUafeUGx1lY70z37dQ==,2004-10-13 11:15:07.000000 UTC
25336,1,AW00025336,I,FmDYJ971dEWe99HotqCdxg==,2004-10-13 11:15:07.000000 UTC
26116,1,AW00026116,I,sdLWp2hEY0uvgzmhLT/fwA==,2004-10-13 11:15:07.000000 UTC
26249,1,AW00026249,I,e3qTDkPpg0G1Q4JOdH3iYw==,2004-10-13 11:15:07.000000 UTC
26276,1,AW00026276,I,dLN6/SoMSkW4AB36lRVhZg==,2004-10-13 11:15:07.000000 UTC
26614,1,AW00026614,I,5aC2FRw4I0GOZ61jg7AB/w==,2004-10-13 11:15:07.000000 UTC
26726,1,AW00026726,I,6HjEJR1u5k++T+aoZdxAVg==,2004-10-13 11:15:07.000000 UTC
27659,1,AW00027659,I,mrERBstmEEi/Gpq1KyFeUA==,2004-10-13 11:15:07.000000 UTC
28186,1,AW00028186,I,b4zORR0IIEOPwv6judG+Sw==,2004-10-13 11:15:07.000000 UTC
28297,1,AW00028297,I,VPY79tIvCUeVUklaZ1tWnw==,2004-10-13 11:15:07.000000 UTC
28361,1,AW00028361,I,J3m6hvTedkaSYOicIhClsA==,2004-10-13 11:15:07.000000 UTC
28578,1,AW00028578,I,Z1PyWua7K068GzvBMUnEaQ==,2004-10-13 11:15:07.000000 UTC
28780,1,AW00028780,I,1qO2/0FsRkquPkDWlSrySA==,2004-10-13 11:15:07.000000 UTC
11236,1,AW00011236,I,pXAG+FOtlkKcY40vPUWyLg==,2004-10-13 11:15:07.000000 UTC
11256,1,AW00011256,I,q7337Plnpke1CbG0V2knwg==,2004-10-13 11:15:07.000000 UTC
11274,1,AW00011274,I,WNFazWVqMkOI7cyqSwXEIQ==,2004-10-13 11:15:07.000000 UTC
11315,1,AW00011315,I,S35/MUScpkOe3gLC1+LkMA==,2004-10-13 11:15:07.000000 UTC
11883,1,AW00011883,I,FuGWC6eZT0iczxTEyBQi7Q==,2004-10-13 11:15:07.000000 UTC
12098,1,AW00012098,I,ZTKVSs3uiUSttJPzSW/APA==,2004-10-13 11:15:07.000000 UTC
13052,1,AW00013052,I,CrfAnKTl5067kYCweFAb9Q==,2004-10-13 11:15:07.000000 UTC
13161,1,AW00013161,I,wY6yQIXk+EeEeSF0jHcZgw==,2004-10-13 11:15:07.000000 UTC
13172,1,AW00013172,I,4pD4uapcHEGxQi2PWkDQmg==,2004-10-13 11:15:07.000000 UTC
13353,1,AW00013353,I,AXEYA5ZRPEigmN23AMfyQQ==,2004-10-13 11:15:07.000000 UTC
13456,1,AW00013456,I,raT0FemBSUeRXXMsMTnugw==,2004-10-13 11:15:07.000000 UTC
13721,1,AW00013721,I,HIE8u3RXDUaBm29zIt8qXQ==,2004-10-13 11:15:07.000000 UTC
13946,1,AW00013946,I,RESa0Sjw70eEBktHm4r6Ug==,2004-10-13 11:15:07.000000 UTC
14026,1,AW00014026,I,JfV/rfQ+g0WPZDfBcePM2w==,2004-10-13 11:15:07.000000 UTC
14437,1,AW00014437,I,7CaXsfhvk0yg8XHqNqhKMw==,2004-10-13 11:15:07.000000 UTC
14469,1,AW00014469,I,gQv7rG4W1kab6ARK3aiQtw==,2004-10-13 11:15:07.000000 UTC
15012,1,AW00015012,I,UI+w1cICM0WPLSiJpG9f3w==,2004-10-13 11:15:07.000000 UTC
16216,1,AW00016216,I,Pb9zsEntP0mEQ+Pa7ZfguA==,2004-10-13 11:15:07.000000 UTC
16232,1,AW00016232,I,9Jlcw3BzC0mA3Umqd7ihPg==,2004-10-13 11:15:07.000000 UTC
16886,1,AW00016886,I,kEENEW7BcU+q1+uqM/jQ/g==,2004-10-13 11:15:07.000000 UTC
17379,1,AW00017379,I,1Xn+EZ05pkyUew8Z75G/cg==,2004-10-13 11:15:07.000000 UTC
17589,1,AW00017589,I,/M6DKWWEUU2dyn9U79BDJQ==,2004-10-13 11:15:07.000000 UTC
18408,1,AW00018408,I,sZ7eE9C0ME+GSEuOW+Jnig==,2004-10-13 11:15:07.000000 UTC
18661,1,AW00018661,I,EqH/1TGpe0OiL4budOSKSg==,2004-10-13 11:15:07.000000 UTC
18757,1,AW00018757,I,qzd6sjKCjESMQgi6NkBp1A==,2004-10-13 11:15:07.000000 UTC
18910,1,AW00018910,I,cXTs1Zon1ES63U3hqbFnKg==,2004-10-13 11:15:07.000000 UTC
19202,1,AW00019202,I,xn4LKMi61k2rqsbUeXAjyA==,2004-10-13 11:15:07.000000 UTC
19699,1,AW00019699,I,nF0JwMLXEUGkL9VfE1KHXA==,2004-10-13 11:15:07.000000 UTC
19824,1,AW00019824,I,eKDcaKipxUmlS4MBKf9xaw==,2004-10-13 11:15:07.000000 UTC
19852,1,AW00019852,I,XJiPiT9nSU+NNmUXJXkcMg==,2004-10-13 11:15:07.000000 UTC
20039,1,AW00020039,I,kXsn3fzO5kaWqsNV1/s4PQ==,2004-10-13 11:15:07.000000 UTC
20071,1,AW00020071,I,2erP/L6FWUKk081Em1ktaw==,2004-10-13 11:15:07.000000 UTC
20390,1,AW00020390,I,eJBZ5iGQYUmHaXgg0xNpew==,2004-10-13 11:15:07.000000 UTC
20488,1,AW00020488,I,I22VPC2thUyBqci8oW8eiA==,2004-10-13 11:15:07.000000 UTC
20674,1,AW00020674,I,Kff7bujKQES8aO8/bZ1qYg==,2004-10-13 11:15:07.000000 UTC
21289,1,AW00021289,I,EW5pEcOMTUevphbIL3LLjQ==,2004-10-13 11:15:07.000000 UTC
21415,1,AW00021415,I,MF2ESVHmFUKYiDDd5DVf7Q==,2004-10-13 11:15:07.000000 UTC
21704,1,AW00021704,I,xmBnPfcSVE+bHHbeesHB+A==,2004-10-13 11:15:07.000000 UTC
22101,1,AW00022101,I,IsPXQfn82Ua0h3liBs3XpA==,2004-10-13 11:15:07.000000 UTC
22326,1,AW00022326,I,MgS1Vdw1kEeF9c1PRs4cZw==,2004-10-13 11:15:07.000000 UTC
22374,1,AW00022374,I,WfY0YNG9g02WF9/N5f9M7w==,2004-10-13 11:15:07.000000 UTC
22721,1,AW00022721,I,lVYpP/iM4ky9IMT/2YKlNw==,2004-10-13 11:15:07.000000 UTC
22874,1,AW00022874,I,HqNeK5Q0hUKWoCsarJi+jA==,2004-10-13 11:15:07.000000 UTC
23018,1,AW00023018,I,KY6N32VjvUKoR3TIuOdL4A==,2004-10-13 11:15:07.000000 UTC
23038,1,AW00023038,I,9SlaR+zx1kKliKK1YxZDpA==,2004-10-13 11:15:07.000000 UTC
23053,1,AW00023053,I,Y8uM5ySsDEKN8+ka6aY6Kw==,2004-10-13 11:15:07.000000 UTC
23065,1,AW00023065,I,YrBe38lW0k+/wFcyoj90nA==,2004-10-13 11:15:07.000000 UTC
23169,1,AW00023169,I,05dnT2WBQ0CuTM76sUP4jA==,2004-10-13 11:15:07.000000 UTC
23670,1,AW00023670,I,GRsUr+ttlUeoj9yV0by/9Q==,2004-10-13 11:15:07.000000 UTC
23804,1,AW00023804,I,VWj6Svk/T0W9dmhgtbgg9Q==,2004-10-13 11:15:07.000000 UTC
23850,1,AW00023850,I,438tTVyl00mtsECGw/yecw==,2004-10-13 11:15:07.000000 UTC
24634,1,AW00024634,I,wQv+aDOFGk6q/YHVraV40g==,2004-10-13 11:15:07.000000 UTC
25041,1,AW00025041,I,YXtMOQg7aEGggMTt82BEIg==,2004-10-13 11:15:07.000000 UTC
25285,1,AW00025285,I,MTRIGjuKRE2Wgb6CGeF9mg==,2004-10-13 11:15:07.000000 UTC
25624,1,AW00025624,I,xtsdy/MjqECZlvLvg8IqWw==,2004-10-13 11:15:07.000000 UTC
25869,1,AW00025869,I,/ZgW6+WlRU2ZJzNEuAxsjQ==,2004-10-13 11:15:07.000000 UTC
26284,1,AW00026284,I,mIG9neWioEiE5uIQpHTZHA==,2004-10-13 11:15:07.000000 UTC
26339,1,AW00026339,I,PgTC8unsS023lXnx0KjDiQ==,2004-10-13 11:15:07.000000 UTC
27387,1,AW00027387,I,1hH/7CPcLEqWZc/8h7WZwg==,2004-10-13 11:15:07.000000 UTC
27465,1,AW00027465,I,ypYziJntcE+A08viG/ngXw==,2004-10-13 11:15:07.000000 UTC
27531,1,AW00027531,I,Z+m7m9fcm0GLtZTctvonWg==,2004-10-13 11:15:07.000000 UTC
27618,1,AW00027618,I,dwnUFkX9gkigJI6Wlt4QuQ==,2004-10-13 11:15:07.000000 UTC
27638,1,AW00027638,I,bFNt4WLNBE6Mj1jd6DZZ8A==,2004-10-13 11:15:07.000000 UTC
28057,1,AW00028057,I,8tkGFhRJf06tuvbMNw8uvw==,2004-10-13 11:15:07.000000 UTC
28122,1,AW00028122,I,TPPk71L0r0OtGpiITDfG9g==,2004-10-13 11:15:07.000000 UTC
28347,1,AW00028347,I,tW6+tv+hGkWUTfUDJ/YWQw==,2004-10-13 11:15:07.000000 UTC
28794,1,AW00028794,I,wYmn5EazpkSLNfg80Xdw+g==,2004-10-13 11:15:07.000000 UTC
28821,1,AW00028821,I,zpIrd41aZku8Q1h4sKOYkg==,2004-10-13 11:15:07.000000 UTC
28822,1,AW00028822,I,wBpYTDaw/EmT9uPD6Wu3yQ==,2004-10-13 11:15:07.000000 UTC
29173,1,AW00029173,I,67r7CM5oKUCaWSXwvEIAPQ==,2004-10-13 11:15:07.000000 UTC
11166,1,AW00011166,I,cix+yplfbU2kkSp/12CZWw==,2004-10-13 11:15:07.000000 UTC
11278,1,AW00011278,I,LPDfZOrKCECPTe0venEoYw==,2004-10-13 11:15:07.000000 UTC
12168,1,AW00012168,I,zmpnG2Jl+E2CpeMvJkWmIw==,2004-10-13 11:15:07.000000 UTC
12707,1,AW00012707,I,HoDMoxJYs0edhy10tbwDwQ==,2004-10-13 11:15:07.000000 UTC
13979,1,AW00013979,I,o53zv/axlkSZUcKjNsQRrw==,2004-10-13 11:15:07.000000 UTC
14419,1,AW00014419,I,o14jxrkX0USuRVM1aXlRcg==,2004-10-13 11:15:07.000000 UTC
14466,1,AW00014466,I,PWHRgA4oGUm5y6P6vjzDbQ==,2004-10-13 11:15:07.000000 UTC
14573,1,AW00014573,I,IhYv38G7Q0SVLxWVjYaXFQ==,2004-10-13 11:15:07.000000 UTC
14588,1,AW00014588,I,KgPum6b2IUCcc51cMeWJKg==,2004-10-13 11:15:07.000000 UTC
14737,1,AW00014737,I,l81xJA8S1EuiFuSUqjBcJA==,2004-10-13 11:15:07.000000 UTC
14888,1,AW00014888,I,HMX6K7x5Dk2UdGRjnOgQjA==,2004-10-13 11:15:07.000000 UTC
15163,1,AW00015163,I,uedRuAvQQEyThHT8JRElOg==,2004-10-13 11:15:07.000000 UTC
15188,1,AW00015188,I,cQ/G2wH4h0y41F7B3fM7Jg==,2004-10-13 11:15:07.000000 UTC
15297,1,AW00015297,I,puImGfds6Ei1ufyyxDYT9g==,2004-10-13 11:15:07.000000 UTC
15320,1,AW00015320,I,eSl5TiPC3kO6Vt075YJVVQ==,2004-10-13 11:15:07.000000 UTC
15370,1,AW00015370,I,NUd13Z7TkEy8zHWXVWaLlw==,2004-10-13 11:15:07.000000 UTC
15952,1,AW00015952,I,wfm8FjqnykSeEeXKnzdvEg==,2004-10-13 11:15:07.000000 UTC
15980,1,AW00015980,I,TkxsHfUaHEKbR+DwiCfaHg==,2004-10-13 11:15:07.000000 UTC
16007,1,AW00016007,I,IZWF2GTjmUWRSw42He22Sg==,2004-10-13 11:15:07.000000 UTC
16137,1,AW00016137,I,AQW3fUOdyUyPvhRxuWvKzg==,2004-10-13 11:15:07.000000 UTC
16755,1,AW00016755,I,lCzXCmOAUUatkPuUVHMtpQ==,2004-10-13 11:15:07.000000 UTC
16756,1,AW00016756,I,VougSwmVFUS0805Hfs1ZLQ==,2004-10-13 11:15:07.000000 UTC
16801,1,AW00016801,I,KqDAQZv5FUescs5+zhTqQA==,2004-10-13 11:15:07.000000 UTC
16859,1,AW00016859,I,eWPV+F0jQUOKTGvgAqag4w==,2004-10-13 11:15:07.000000 UTC
16885,1,AW00016885,I,SG8/AZPrbUqGgiU5cV4cMg==,2004-10-13 11:15:07.000000 UTC
16954,1,AW00016954,I,XsJUbCsP10K7uRL3C6HGAg==,2004-10-13 11:15:07.000000 UTC
17362,1,AW00017362,I,1K1FxvKzmEeslgWV1cGHEA==,2004-10-13 11:15:07.000000 UTC
17425,1,AW00017425,I,1bs8Ds5O9UiToAWJlTbT3Q==,2004-10-13 11:15:07.000000 UTC
18227,1,AW00018227,I,WisnJGs5f0OFaZedInKBIA==,2004-10-13 11:15:07.000000 UTC
18593,1,AW00018593,I,aE3DFLVMFU2ZjoNlEzhOjQ==,2004-10-13 11:15:07.000000 UTC
19024,1,AW00019024,I,mAgl09eQl06bfr/zDszGPg==,2004-10-13 11:15:07.000000 UTC
19126,1,AW00019126,I,b5Qz5U/ICEeyPdcrwL84mA==,2004-10-13 11:15:07.000000 UTC
20304,1,AW00020304,I,9yN9pDByW0qEt/EzGiRC6g==,2004-10-13 11:15:07.000000 UTC
20357,1,AW00020357,I,ISLM2jLYDEO8YI5Acfo33A==,2004-10-13 11:15:07.000000 UTC
20378,1,AW00020378,I,tXRYoZYKHkyOtN1Woouo+Q==,2004-10-13 11:15:07.000000 UTC
20743,1,AW00020743,I,n4jHfH2sdEWyD7vJ43OVeQ==,2004-10-13 11:15:07.000000 UTC
21297,1,AW00021297,I,sPKR7IW5C0WSwxqLUM1zhw==,2004-10-13 11:15:07.000000 UTC
21340,1,AW00021340,I,1r03QvXOokuI92IBF0MdJQ==,2004-10-13 11:15:07.000000 UTC
21583,1,AW00021583,I,BajwP0Rbv0GPCHEA3EBRlA==,2004-10-13 11:15:07.000000 UTC
21605,1,AW00021605,I,T1+SgQYqhkOni9EqVLIIVg==,2004-10-13 11:15:07.000000 UTC
21814,1,AW00021814,I,VvRST2XxBUaeTluliBQBmQ==,2004-10-13 11:15:07.000000 UTC
22259,1,AW00022259,I,QsEdejFJL0u1GBNgXw9yow==,2004-10-13 11:15:07.000000 UTC
22329,1,AW00022329,I,y0/eru19VEWzOfOUS0OSHw==,2004-10-13 11:15:07.000000 UTC
22543,1,AW00022543,I,jPEqeE7C4kavbY8voGefAw==,2004-10-13 11:15:07.000000 UTC
23046,1,AW00023046,I,DSkwLtSSOUWL+MPO7cCnlw==,2004-10-13 11:15:07.000000 UTC
23262,1,AW00023262,I,1A/oZSCGpESOJAdX2jmDcQ==,2004-10-13 11:15:07.000000 UTC
23294,1,AW00023294,I,PY1cnJ3S0UKicGhgU1lrxw==,2004-10-13 11:15:07.000000 UTC
23465,1,AW00023465,I,d4EIINZmfUaDhB4LW6ztpg==,2004-10-13 11:15:07.000000 UTC
23820,1,AW00023820,I,OSxyRKVUj0yUkC/As1YFgA==,2004-10-13 11:15:07.000000 UTC
24751,1,AW00024751,I,XtLOvAIX+06PH9+87uag9g==,2004-10-13 11:15:07.000000 UTC
24780,1,AW00024780,I,50jOsMAW8E2ZDYE7Aq1ayw==,2004-10-13 11:15:07.000000 UTC
