CustomerID,AddressID,AddressTypeID,rowguid,ModifiedDate
21601,17824,2,LbhxApIMBk2W/QeKMPq0Vg==,2003-08-24 00:00:00.000000 UTC
18346,12701,2,9b5xpTLHD0y2xXI4Xj4PLw==,2003-08-24 00:00:00.000000 UTC
11827,19423,2,UKUFd+S5YUSOis1Clnv7gw==,2003-08-24 00:00:00.000000 UTC
22639,23173,2,cWfZRFF1NEmJSOveQilIuw==,2003-08-24 00:00:00.000000 UTC
14857,24763,2,XCp6SEnnckWIbNHO5tFMqA==,2003-08-24 00:00:00.000000 UTC
28967,12492,2,7NkImSskDkqTG0WUv3aqwA==,2003-08-24 00:00:00.000000 UTC
28410,15234,2,Qh1za8a2+0ODXC0BS3GmZg==,2003-08-24 00:00:00.000000 UTC
28309,29053,2,Lyc9++XJtUyJJf3TxlhuOQ==,2003-08-24 00:00:00.000000 UTC
21720,18570,2,LwK2zIb1ZkyKXEPoo6qjZQ==,2003-08-24 00:00:00.000000 UTC
24899,27047,2,2XS4oz+oxUWcbVSKDJnZKg==,2003-08-24 00:00:00.000000 UTC
28998,28817,2,rDncu5CpK06EKNLEKHRbUg==,2003-08-24 00:00:00.000000 UTC
28003,29444,2,DWz9t+b7jECJuqnJSaRVqw==,2003-08-24 00:00:00.000000 UTC
24776,21599,2,0q/iRpKCHUOLxF6i+ljJmQ==,2003-08-24 00:00:00.000000 UTC
12032,27686,2,BMmoR8GfEkakgD7+w025pw==,2003-08-24 00:00:00.000000 UTC
18549,18468,2,oL4RBoeTuE+3CkMiaJ5ZHA==,2003-08-24 00:00:00.000000 UTC
16572,22653,2,8gM7Bun7/EaLdO2dYskw/Q==,2003-01-28 00:00:00.000000 UTC
13965,12794,2,0e0WfLsLgEOBKNiunYdIsg==,2003-01-28 00:00:00.000000 UTC
13971,13824,2,FrUNeW/f2EuVmh7xbxGmZQ==,2003-01-28 00:00:00.000000 UTC
13745,27983,2,Xg0j6H5XhUWpc/hTJ/XKjw==,2003-01-28 00:00:00.000000 UTC
23331,23596,2,lp0iavIN3U2sRCmLYi4k1A==,2003-01-28 00:00:00.000000 UTC
13059,29594,2,OPpqTv1STkex+sQ0miGC9A==,2002-07-04 00:00:00.000000 UTC
15116,17335,2,wfOr618b4UK+cVdgui/TjQ==,2002-07-04 00:00:00.000000 UTC
20186,14657,2,No5mfdrBrUewR4dxYpIHuQ==,2002-07-04 00:00:00.000000 UTC
20576,24958,2,CeFJFLpXgUO81my6PLSgjw==,2002-07-04 00:00:00.000000 UTC
13085,27684,2,gYck5ESYkk2rOgfvjIEZZg==,2002-07-04 00:00:00.000000 UTC
21200,25732,2,51Bu50vdWE2yEwrJfS5ULg==,2002-07-04 00:00:00.000000 UTC
15114,27787,2,SSefFVD6CkiaAjrb0MwlGw==,2002-07-04 00:00:00.000000 UTC
16942,29706,2,a9Q6etKsZEugaTROwLWHIA==,2002-07-04 00:00:00.000000 UTC
15199,20049,2,gnnFHmUMekWWGgupaaZDeg==,2002-07-04 00:00:00.000000 UTC
22299,24191,2,RL+82k7hnkCsKOrvkeEwtQ==,2001-12-08 00:00:00.000000 UTC
11372,23008,2,58vq+uu+IEaudcH4AWPsxg==,2001-12-08 00:00:00.000000 UTC
18487,17698,2,vsBGFIgO6Um26jY009cxNA==,2001-12-08 00:00:00.000000 UTC
17996,13262,2,Q95QcSv4Ike8aC7FQff6MQ==,2001-12-08 00:00:00.000000 UTC
19417,21842,2,qmGcDUk4B0+mQjbSeB46zg==,2001-12-08 00:00:00.000000 UTC
28418,21145,2,IZ7jm8++dUWns21J9MfuJg==,2001-12-08 00:00:00.000000 UTC
14651,19282,2,M7/G0WJWjEqWSpUsBRlZnA==,2001-12-08 00:00:00.000000 UTC
18467,19291,2,MNJyJnfWskKqkAksuN5PBA==,2001-12-08 00:00:00.000000 UTC
19874,18094,2,5rW8CEqa8UC9Gwl37yPiXQ==,2001-12-08 00:00:00.000000 UTC
18484,11582,2,KUJ2bO4tIEmtVbruPYJfQA==,2001-12-08 00:00:00.000000 UTC
29004,27974,2,4nVU9+DF7kaMl2uKRtzFbQ==,2001-12-08 00:00:00.000000 UTC
18495,13084,2,sHcGY7yickCt6/RmXDZFCg==,2001-12-08 00:00:00.000000 UTC
11364,18434,2,fgmkKCYLmkikLKAR6dxckQ==,2001-12-08 00:00:00.000000 UTC
18693,16297,2,5MOMY2folka5hu1yxw53FA==,2001-12-08 00:00:00.000000 UTC
11443,28776,2,wnhSbwhXw0aqH1NQDht0dA==,2001-12-08 00:00:00.000000 UTC
18288,15270,2,ZdJTHZDJdkG3Vyfi3z6g4Q==,2001-12-08 00:00:00.000000 UTC
29128,29220,2,vIJ8Rdb5bkiVSH47znz1mA==,2001-12-08 00:00:00.000000 UTC
18457,20838,2,ufKfpN91qkGzatd/0MmskQ==,2001-12-08 00:00:00.000000 UTC
26692,20282,2,9OUo8wV1Z06IrkH28P7VTg==,2001-12-08 00:00:00.000000 UTC
25583,18997,2,3NyoZ0wttEm6XSsSYtWoIw==,2004-06-15 00:00:00.000000 UTC
28125,13504,2,eD1ac9i6mU2VXxgw9sG+mQ==,2004-06-15 00:00:00.000000 UTC
28679,22414,2,UgUHCyaChkmDdnT3vq6P4Q==,2004-06-15 00:00:00.000000 UTC
18508,17475,2,UolmcuApSUG46oRTnFtmzw==,2004-06-15 00:00:00.000000 UTC
28046,18183,2,SDH4DvplKE64g4ojf5mq4A==,2004-06-15 00:00:00.000000 UTC
21054,29609,2,ZYNEJACSRUSoeqTE5wUuDg==,2004-06-15 00:00:00.000000 UTC
22029,11421,2,qso07DPOBkOLxx1xUPqSVA==,2004-06-15 00:00:00.000000 UTC
16128,29138,2,PAewZ0RxA0+LtcnmrnRSjw==,2004-06-15 00:00:00.000000 UTC
25693,27945,2,ATMNlZjvJU6nr1d39rzwoA==,2004-06-15 00:00:00.000000 UTC
27934,16634,2,5N8MuvlUWUi0pOLPZWMYJA==,2004-06-15 00:00:00.000000 UTC
13853,14653,2,hujLLqSt6EKO88F/aW9uwQ==,2004-06-15 00:00:00.000000 UTC
27302,13871,2,dRQk7WAD70CW+5jXjkvG1Q==,2004-06-15 00:00:00.000000 UTC
22868,15511,2,i0IiDNLbnEyLLswcup99cA==,2004-06-15 00:00:00.000000 UTC
12790,15975,2,GpIAs3Sxb0GYIUR2KSa4mQ==,2004-06-15 00:00:00.000000 UTC
21493,22310,2,djUHMKWiBEOQfdriYni53w==,2004-06-15 00:00:00.000000 UTC
20751,17061,2,OtqmofNLAEGYRY42O07/2Q==,2004-06-15 00:00:00.000000 UTC
27024,15284,2,75MzMtdcDUGXsJfFIjCPhA==,2004-06-15 00:00:00.000000 UTC
19457,20146,2,Q0+JViN+4k+m3bGOiaLzMg==,2004-06-15 00:00:00.000000 UTC
27685,11830,2,7D2QN+nqy0iG1egtyxhNuw==,2004-06-15 00:00:00.000000 UTC
22039,16113,2,gAuZgdbPgUyHpTBxIQ0AzQ==,2004-06-15 00:00:00.000000 UTC
22816,11515,2,7/Hdzq/9BE6KH5bytkIIKw==,2004-06-15 00:00:00.000000 UTC
15373,20187,2,8/wj0+ogzUetNNkzlGnwww==,2004-06-15 00:00:00.000000 UTC
18436,14113,2,3mYbOjc7BUi6CCMI4plF3A==,2004-06-15 00:00:00.000000 UTC
20285,14543,2,YFsN7xJMN0CnGqTlmmeLdg==,2004-06-15 00:00:00.000000 UTC
11608,12847,2,a0yW22aK1UuwCgp/IufK5g==,2004-06-15 00:00:00.000000 UTC
14403,16200,2,p3dMZNyS5kOhg97ThT5elQ==,2004-06-15 00:00:00.000000 UTC
25578,24304,2,FXVH0I9J1UucK5ri+K8KQQ==,2004-06-15 00:00:00.000000 UTC
13323,25987,2,FMetLvAWzUWMAVeJ5eSwvw==,2004-06-15 00:00:00.000000 UTC
18615,23511,2,t3FBTbktCUCEF/WvAVBiyg==,2004-06-15 00:00:00.000000 UTC
25262,25124,2,eW6Wj6OJt0qqD6yvXU//kg==,2004-06-15 00:00:00.000000 UTC
19053,20899,2,SjH0lq/hHECwDHsLrDqmIA==,2004-06-15 00:00:00.000000 UTC
25134,28625,2,7NGUc++t4UKHkOAXjfergQ==,2004-06-15 00:00:00.000000 UTC
24224,29066,2,0XdtqMlv8E6ZB8Zy7TsDlg==,2004-06-15 00:00:00.000000 UTC
27898,17812,2,ETuLNIlIhkmpXiQzz8sIAw==,2004-06-15 00:00:00.000000 UTC
25000,18683,2,lDufwmGFh0iV9/c/pBsvjw==,2004-06-15 00:00:00.000000 UTC
15867,20884,2,CU5iWcWYp0Chmhmd9xhjjQ==,2004-06-15 00:00:00.000000 UTC
26823,12254,2,c3a8bNS7skOEgtBQqO6UkA==,2004-06-15 00:00:00.000000 UTC
28464,15695,2,mcg1LpVg40e8HlKbmwXVpw==,2004-06-15 00:00:00.000000 UTC
21124,16184,2,AAx0SivB70ex02mJo4+YWw==,2004-06-15 00:00:00.000000 UTC
28593,17273,2,y5RBm9GOw0+NWqGOQP36mw==,2004-06-15 00:00:00.000000 UTC
16671,28223,2,UtMQcqQpeESJ0dXZYWkeXw==,2004-06-15 00:00:00.000000 UTC
18848,27253,2,fF8DD+dyQk6wF5XyRfSbHg==,2004-06-15 00:00:00.000000 UTC
20235,11628,2,9YvdLEcRR0KrL7NIMB0l9g==,2004-06-15 00:00:00.000000 UTC
12870,15830,2,w9X8pomVG06uv+4hgmXUMA==,2004-06-15 00:00:00.000000 UTC
22817,18242,2,TgR/5PeWxU2oVMJZkgZb9Q==,2004-06-15 00:00:00.000000 UTC
29369,19183,2,qighI4SU70mmh64gbYFYcg==,2004-06-15 00:00:00.000000 UTC
28752,25148,2,qnDkqguEIUWll+fVPs9N8Q==,2004-06-15 00:00:00.000000 UTC
26052,19013,2,Eb7XP1StMEGDcycLKqAejA==,2003-11-20 00:00:00.000000 UTC
18855,15206,2,BKl9CwGYREWIxhk1lTO0RQ==,2003-11-20 00:00:00.000000 UTC
24352,11722,2,ibZGdZX9UUGBaw6LEXMHDg==,2003-11-20 00:00:00.000000 UTC
15504,23084,2,LlFRw1jpYUK9Bil3qlGi7A==,2003-11-20 00:00:00.000000 UTC
21449,13372,2,v08Im3RbhEmt4N8IfZrw2A==,2003-11-20 00:00:00.000000 UTC
22133,13464,2,+/eoaSMN1U+fmqxx4G3Jug==,2003-11-20 00:00:00.000000 UTC
27630,22473,2,VH2z9hrG0UeglvuT52mC5g==,2003-11-20 00:00:00.000000 UTC
16490,20766,2,HrhKEwCXT02lQ2y85ALm/w==,2003-11-20 00:00:00.000000 UTC
16997,19977,2,hsbIKzomMU68rnfrEHE0Zg==,2003-11-20 00:00:00.000000 UTC
24878,26724,2,8mode0k/tkOKzuic9O0CgA==,2003-11-20 00:00:00.000000 UTC
15868,14616,2,dAByhdcU0UaRpVSFtRY+Fw==,2003-11-20 00:00:00.000000 UTC
24729,24164,2,q3ewP+fUsUGDw8x46KTvcg==,2003-11-20 00:00:00.000000 UTC
22131,12497,2,Dv74MrxD/kiL5n+3onrGag==,2003-11-20 00:00:00.000000 UTC
14562,24899,2,X0+4Kh0h7U+Dn3EzJxI7iw==,2003-11-20 00:00:00.000000 UTC
19859,11445,2,LS/aSea4KUeRm+VonNQ7ww==,2003-11-20 00:00:00.000000 UTC
27410,28348,2,C1aUunX5M0qPWI1ctdHfsg==,2003-11-20 00:00:00.000000 UTC
19412,18519,2,VeHVLsIFlUO82FxVPRNmaQ==,2003-11-20 00:00:00.000000 UTC
13125,21583,2,pju5kqpp50avwUqokQhmBQ==,2003-11-20 00:00:00.000000 UTC
17776,27735,2,Y/2hGeLFyEm+Wi3UkAOwyw==,2003-11-20 00:00:00.000000 UTC
18759,14024,2,8tMfDWYfS0mm9QFbE03vUw==,2003-11-20 00:00:00.000000 UTC
23983,12573,2,M251cOwwpkSxJmLuHs08kw==,2003-11-20 00:00:00.000000 UTC
26541,21839,2,VPwn2yQCoUuVwnsTjMpslA==,2003-11-20 00:00:00.000000 UTC
26824,22982,2,zMECH7k1MESih4+TrdnMSQ==,2003-11-20 00:00:00.000000 UTC
19465,19414,2,9Soxyp2f70KM9mWP3CYIlQ==,2003-11-20 00:00:00.000000 UTC
24548,29855,2,/y5V6KginEmSWcVUgQNvcg==,2003-11-20 00:00:00.000000 UTC
18773,15842,2,Ff48xucGxU+5I6oK0W5NDA==,2003-11-20 00:00:00.000000 UTC
15134,16243,2,UxpWVyGm2ES9qfMKbNB2Kg==,2003-04-26 00:00:00.000000 UTC
27429,12109,2,FCI+kNYlj0OTB3o9jsrLYQ==,2003-04-26 00:00:00.000000 UTC
26919,15468,2,NIYZdN81pUKCZloxwSnOkw==,2003-04-26 00:00:00.000000 UTC
19459,29717,2,tpy88rMMRUqwBZt84iE9Xw==,2003-04-26 00:00:00.000000 UTC
26967,22194,2,gawxMY5n8EiQOMkZDcXF4w==,2003-04-26 00:00:00.000000 UTC
19283,23326,2,K+s4Cdr8T0+KyrDOjABxAw==,2003-04-26 00:00:00.000000 UTC
15771,12318,2,nHFNpb56RUqMkcLNAo4PHQ==,2003-04-26 00:00:00.000000 UTC
13897,22031,2,7d1ZiM9aIkStuQRWLtpbuQ==,2003-04-26 00:00:00.000000 UTC
27205,17866,2,mrytBjSWhUKVdWTwlpPv8A==,2003-04-26 00:00:00.000000 UTC
24615,29815,2,0oG1gi1+wke/XSi07U5LBA==,2002-09-30 00:00:00.000000 UTC
20163,26434,2,p+7oZNTuO0OVjFipwhMZsw==,2002-09-30 00:00:00.000000 UTC
26138,25482,2,hcoJiH1FtUSej87MMyxYgg==,2002-09-30 00:00:00.000000 UTC
20825,24600,2,9BHUllbmX0y/uVWzK0jlhA==,2002-09-30 00:00:00.000000 UTC
16512,26092,2,zmhyBois6UWYLCImsviRng==,2002-09-30 00:00:00.000000 UTC
25911,11813,2,LN6l1YLZpkGwhAzJZ1MS7Q==,2002-09-30 00:00:00.000000 UTC
16447,13658,2,NcS3PrKhRESLIaav0xRTfw==,2002-09-30 00:00:00.000000 UTC
21882,19410,2,crrgWxbvKU+jeOYDOJdRFQ==,2002-09-30 00:00:00.000000 UTC
24889,21162,2,ZAXaDG9eKkG1OIrstyM/TA==,2002-09-30 00:00:00.000000 UTC
19787,25711,2,4pukCQxL1kqkwpCjheK6Qg==,2002-03-06 00:00:00.000000 UTC
23385,23189,2,NZXN5mlV7k+IxozdOHeXIw==,2002-03-06 00:00:00.000000 UTC
14800,26934,2,UchI1faUZkW3uI9YzBtbzg==,2002-03-06 00:00:00.000000 UTC
11768,21729,2,E//ltVpW8kOqX7bGX2krlQ==,2002-03-06 00:00:00.000000 UTC
15354,29566,2,LjPEMIYy3UKFQMIIxBq27g==,2002-03-06 00:00:00.000000 UTC
11522,15797,2,Vt0qIXSGNk682EkVPT3lYA==,2002-03-06 00:00:00.000000 UTC
12618,21287,2,HcpTA4WXZE+7IKqNt9Kz3Q==,2002-03-06 00:00:00.000000 UTC
19951,20221,2,wVacmXCwHEK+k9OwHUZa2g==,2002-03-06 00:00:00.000000 UTC
18137,14913,2,tQmftepBEUGWwadj2v5CCA==,2002-03-06 00:00:00.000000 UTC
16685,22808,2,N342gIvv9UCsZynyOnwAsQ==,2001-08-10 00:00:00.000000 UTC
28076,26676,2,QcXSSMKK00+MoWre64Ybog==,2001-08-10 00:00:00.000000 UTC
11039,24751,2,8Li5cUJTY0mzmrYAn5s79A==,2001-08-10 00:00:00.000000 UTC
16745,23287,2,S1te4dJIaUKOHkO9jtIZyQ==,2001-08-10 00:00:00.000000 UTC
11038,27731,2,WgucaHEzAU6QOzADfnzAJA==,2001-08-10 00:00:00.000000 UTC
28031,19605,2,GoozFQUHv0OPhguGSSEjKQ==,2001-08-10 00:00:00.000000 UTC
25275,16909,2,a6Oqqhfp6E2xTTs6Ysi99Q==,2004-02-16 00:00:00.000000 UTC
15609,14176,2,dRvdk6zeFUC+lINeN+t5Eg==,2004-02-16 00:00:00.000000 UTC
25498,28453,2,F9Tki2xbFEKjPf+qN7Txkw==,2004-02-16 00:00:00.000000 UTC
26806,25602,2,uwdvGoMGK0iKumsRNlO01Q==,2004-02-16 00:00:00.000000 UTC
20542,19271,2,QYOg7USwOk+2OUaUugrkbA==,2004-02-16 00:00:00.000000 UTC
25530,19805,2,wA5/8xd/nUWwNyIRZB+i7g==,2004-02-16 00:00:00.000000 UTC
26555,22581,2,xvNgOxjBskG7yj9Cw+Mh4g==,2004-02-16 00:00:00.000000 UTC
21287,24208,2,StB76JyzCEKB1/TFntRDkA==,2004-02-16 00:00:00.000000 UTC
24762,21106,2,s6jE5uShl0qjJTiVyQzREA==,2004-02-16 00:00:00.000000 UTC
24743,29399,2,djl5gm00Fk2UjEEFopt5jg==,2004-02-16 00:00:00.000000 UTC
23263,25680,2,wfkM/aEj+0mB7X9AfTlczg==,2004-02-16 00:00:00.000000 UTC
28007,21659,2,NWgMSiKCn06vqj4jVMnqoQ==,2004-02-16 00:00:00.000000 UTC
23902,29050,2,BHOjdn64/kCWIBQj1sZi3Q==,2004-02-16 00:00:00.000000 UTC
28622,29458,2,xw1L0iR1d0usIfLz5jxajw==,2004-02-16 00:00:00.000000 UTC
20735,18022,2,z1rwtx1sH06u9SNXlOmplg==,2004-02-16 00:00:00.000000 UTC
17560,17504,2,ERAhQbfqkEq7c+S643n7tw==,2004-02-16 00:00:00.000000 UTC
23157,26600,2,brQFJNcNq0GZJJRIlg6qgA==,2004-02-16 00:00:00.000000 UTC
23960,14525,2,5nMSSLU3bUGQR1Nc22FugA==,2004-02-16 00:00:00.000000 UTC
14936,24338,2,BONu9y8Ro0ar0kLuvC7bUQ==,2004-02-16 00:00:00.000000 UTC
15470,19691,2,so46ammWjEWfiOqn68zBVQ==,2004-02-16 00:00:00.000000 UTC
20409,20063,2,Hiv5W74FqUGUEYaQd+KnUQ==,2004-02-16 00:00:00.000000 UTC
15458,26462,2,oZMjeAlWRUKcB25JU0aRIQ==,2004-02-16 00:00:00.000000 UTC
13005,22912,2,S/UCQyAaRUqwETFLeTmuwA==,2004-02-16 00:00:00.000000 UTC
28889,25756,2,NdsbR4XBBkaW0Cfvjf4ohA==,2004-02-16 00:00:00.000000 UTC
14826,16426,2,6b6e/XVukUGmWj/efdyYPQ==,2004-02-16 00:00:00.000000 UTC
17667,18525,2,M8D4Qk++4EibqNkmyh/oAA==,2004-02-16 00:00:00.000000 UTC
25245,11504,2,t3DSwbkg9EOOxr3pcmkNUw==,2004-02-16 00:00:00.000000 UTC
27396,24601,2,SXfLwsnjWE219w8gUpy39A==,2004-02-16 00:00:00.000000 UTC
24111,15331,2,IclNGYUkyUqg6Z6BYgm0MQ==,2004-02-16 00:00:00.000000 UTC
19213,12075,2,g0jsjJ9tKk2pfkfePWfbZw==,2003-07-23 00:00:00.000000 UTC
22808,18673,2,rMMSZta8fkeRhCX8lmIkhQ==,2003-07-23 00:00:00.000000 UTC
28201,27667,2,KQCdjOiUI0Cl23eQHY3p4Q==,2003-07-23 00:00:00.000000 UTC
21597,26314,2,sFPj8ioCnUapZyaOWbnjdQ==,2003-07-23 00:00:00.000000 UTC
11158,26117,2,TnP67eYVtkeLC7QHe/rJDA==,2003-07-23 00:00:00.000000 UTC
19160,19130,2,3R1d7O0Am0W4J1MWT3cARA==,2003-07-23 00:00:00.000000 UTC
22669,28956,2,5rXs091H8EWA730mAqgdMw==,2003-07-23 00:00:00.000000 UTC
22630,22304,2,ddXhbRjdCkm9hZzfwQ6+Ng==,2003-07-23 00:00:00.000000 UTC
17648,18426,2,2D93PGebrESgZmG5wTWP0w==,2002-12-27 00:00:00.000000 UTC
24914,11656,2,qa3bz3K+PUG56UrPR8vBGg==,2002-12-27 00:00:00.000000 UTC
25999,27881,2,Cf8o0B0REU+wZ6HJ6FccfQ==,2002-12-27 00:00:00.000000 UTC
26549,23751,2,MZV/BAsjN0yNTooFgKMuHQ==,2002-12-27 00:00:00.000000 UTC
12317,26020,2,TfjIm7hHZ0aTGPkrV3LmeQ==,2002-12-27 00:00:00.000000 UTC
13130,13494,2,RYplrGzxK0qK7wvfFKhLeA==,2002-12-27 00:00:00.000000 UTC
22966,13750,2,o9n6RPfuUkCcnVbCH7fnCQ==,2002-12-27 00:00:00.000000 UTC
13728,12567,2,eOYdeykib0SycaIlQRVGmw==,2002-12-27 00:00:00.000000 UTC
16534,14930,2,IcSKlElW6k2jUgMafYC0ng==,2002-12-27 00:00:00.000000 UTC
27014,14685,2,JZ6b8YUYyEWukPGEY2PFbQ==,2002-06-02 00:00:00.000000 UTC
20992,16054,2,QbuaLWipHkuQiaI5GQG/nw==,2002-06-02 00:00:00.000000 UTC
20993,26212,2,n/GaNkUURk6Xd6JWvzpspw==,2002-06-02 00:00:00.000000 UTC
20987,20295,2,8IzVHqSqV02PwwmXgJWNmg==,2002-06-02 00:00:00.000000 UTC
11496,28142,2,t/gYLNkJ+U280yerpjPRTw==,2002-06-02 00:00:00.000000 UTC
15692,27090,2,pzw70KTr6kS6nPFNVFQO4w==,2002-06-02 00:00:00.000000 UTC
20820,27679,2,RcPMULzu20Cn/TWqdC/QQA==,2002-06-02 00:00:00.000000 UTC
15055,23402,2,oJckj3N7V0upr5St6hE7kg==,2002-06-02 00:00:00.000000 UTC
20616,18657,2,LwRZZ5bRSUywD7ajQvaX3Q==,2002-06-02 00:00:00.000000 UTC
20994,14973,2,caBaijnmAUKQhqUooypwqg==,2002-06-02 00:00:00.000000 UTC
12442,17506,2,aOrDf/2k40mZiwFIFyKF1A==,2002-06-02 00:00:00.000000 UTC
14990,28497,2,0XiUFKZ9ZEK+O/TD9ZEdFw==,2002-06-02 00:00:00.000000 UTC
11117,29632,2,B3DTCZmRREmU1L4som3rAw==,2001-11-06 00:00:00.000000 UTC
18243,12838,2,Tz72FpA1p0W3e6K8X28jbg==,2001-11-06 00:00:00.000000 UTC
29400,15955,2,N+QtbuDjU0CXvgTyKh3Kuw==,2001-11-06 00:00:00.000000 UTC
28792,25044,2,oxT7D8SqfkabVUhkuZwv8Q==,2001-11-06 00:00:00.000000 UTC
12290,18049,2,6r3x4VbS/ECY7YHIXINTmA==,2001-11-06 00:00:00.000000 UTC
29362,16998,2,fGStqDl/MUe0Zk2bMMntMQ==,2004-05-14 00:00:00.000000 UTC
18606,12834,2,lke68n01b0mY2vOg7jfG8Q==,2004-05-14 00:00:00.000000 UTC
23068,15626,2,7u1mSLTDc0+Wj6WGi//b2A==,2004-05-14 00:00:00.000000 UTC
27805,20621,2,6Nuh3JLZnU6ED4gdjJKZlA==,2004-05-14 00:00:00.000000 UTC
19982,23876,2,+/tClW68vEaq8J18dRhYfg==,2004-05-14 00:00:00.000000 UTC
12786,15424,2,FwMOCqga/USR055+BhIRTw==,2004-05-14 00:00:00.000000 UTC
22599,28297,2,34g2K/91vkyMTGFpNR3Xng==,2004-05-14 00:00:00.000000 UTC
17588,22346,2,IHQX5bbeokiYbAdg+w4m4Q==,2004-05-14 00:00:00.000000 UTC
15286,25414,2,ivgqUuT74EqQDrXCsoXtxw==,2004-05-14 00:00:00.000000 UTC
23487,24693,2,RYQbKukHyEefj9DPV9NbMQ==,2004-05-14 00:00:00.000000 UTC
27162,29265,2,p285Iw/yekK1PqwCEpDiTQ==,2004-05-14 00:00:00.000000 UTC
14692,25688,2,ADF1KEaHLkGB10yshP1B8Q==,2004-05-14 00:00:00.000000 UTC
25486,17213,2,nkrkOj+ruk2fI0671pmkig==,2004-05-14 00:00:00.000000 UTC
20363,27269,2,wvjlOy+QB0OfkY5eQ1sjWQ==,2004-05-14 00:00:00.000000 UTC
29125,18170,2,sjK/97uuFECuGlItf6OqtA==,2004-05-14 00:00:00.000000 UTC
13851,13342,2,n1tnQGn6NUiv4okHvGQ2oQ==,2004-05-14 00:00:00.000000 UTC
16150,20527,2,fF2VJN/zY0SgU1sR+GsHhg==,2004-05-14 00:00:00.000000 UTC
19990,29537,2,cZKLlMWxV0uDAahf0Ei0+Q==,2004-05-14 00:00:00.000000 UTC
19810,22447,2,WoytVqi/5ki1Tg9VJvYvww==,2004-05-14 00:00:00.000000 UTC
28098,22324,2,AKlHmQ4xUkeEZomGz4+gTg==,2004-05-14 00:00:00.000000 UTC
24228,26309,2,n8Kyk0r4sUCgXpblMj0EqA==,2004-05-14 00:00:00.000000 UTC
28550,18180,2,oK1VE7wZrkusV3l7tAg9ag==,2004-05-14 00:00:00.000000 UTC
20362,13389,2,ZDj4EBxqIk6qxxOdFv2nVA==,2004-05-14 00:00:00.000000 UTC
18654,26325,2,QVJp6ZMRmkKEtpC8KP+CsA==,2004-05-14 00:00:00.000000 UTC
13709,27671,2,k5hk5dC87UWpVBrIoaDxug==,2004-05-14 00:00:00.000000 UTC
21798,17108,2,AFzx/TG3I0+ByP8ASFleSA==,2004-05-14 00:00:00.000000 UTC
28427,12641,2,pDnAGc/KGUKln6iuHaNLfg==,2004-05-14 00:00:00.000000 UTC
