AddressID,AddressLine1,AddressLine2,City,StateProvinceID,PostalCode,rowguid,ModifiedDate
1087,253731 West Bell Road,,Surprise,6,85374,an6nS0dK/kuK69v+oXl5XQ==,2002-08-01 00:00:00.000000 UTC
1062,Factory Stores/tucson,,Tucson,6,85701,mspewVRg5ECNCdQ0GqvOLQ==,2001-09-01 00:00:00.000000 UTC
1072,6500 East Grant Road,,Tucson,6,85701,RV0mue0/fUuu6gDQ5Us8xw==,2003-09-01 00:00:00.000000 UTC
15405,3445 Fine Drive,,Sooke,7,V0,VR6UdOHC/E+YpnEgoVbaeA==,2002-01-22 00:00:00.000000 UTC
23899,2904 El Pueblo Pl.,,Sooke,7,V0,gWICMO2HB02V6ykbr3DclQ==,2002-09-15 00:00:00.000000 UTC
23889,8325 Glenhaven Ave. S.,,Sooke,7,V0,EKHHqeh07kqSyJxT6DJKZA==,2002-08-27 00:00:00.000000 UTC
27293,1792 Del Monte Ct.,,Sooke,7,V0,xHsGWuLiEEW9bRYM108fIA==,2004-05-17 00:00:00.000000 UTC
21218,4845 Park Lane Circle,,Sooke,7,V0,NQbudP6sh0euKUqYHI6o4g==,2004-07-02 00:00:00.000000 UTC
22896,8501 Second Ave.,,Sooke,7,V0,bvY29l9iMUyLl9eP9x8rcA==,2002-12-11 00:00:00.000000 UTC
26703,2733 Del Mar Ave.,,Sooke,7,V0,YGsaCPEzhEaco0IOXf6d1w==,2004-03-16 00:00:00.000000 UTC
17715,7822 Mt. Tooth Place,,Sooke,7,V0,38esVE4TsUi1iey1uuhrjA==,2004-01-18 00:00:00.000000 UTC
27975,9476 Hill Top Rd.,,Sooke,7,V0,u2dtrVubHUGI9Vesqm1jJQ==,2004-04-14 00:00:00.000000 UTC
21740,110 E. Watson Court,,Sooke,7,V0,bYiRBKWAt0GLwSnYxk5APw==,2004-01-03 00:00:00.000000 UTC
25272,9585 Macarthur Ave.,,Sooke,7,V0,XWdIWIhqLkmToY9kC9T6cA==,2002-05-09 00:00:00.000000 UTC
29469,7089 Monti Circle,,Sooke,7,V0,BgaD9zgMqE2jwIcpP3uDRw==,2003-12-02 00:00:00.000000 UTC
20373,7758 Morning Glory Dr.,,Sooke,7,V0,OmlQljq6SkeZVAIPkKOflQ==,2004-02-21 00:00:00.000000 UTC
20400,9547 Stephine Way,,Sooke,7,V0,5jVpiGKKeUqPSeGrdXeDzQ==,2004-03-18 00:00:00.000000 UTC
12228,9276 Blackwood Drive,,Sooke,7,V0,XfN0cb57d0OTNHjvtJ+8kw==,2004-02-25 00:00:00.000000 UTC
26647,6695 Black Walnut Court,,Sooke,7,V0,/Y1hIEcsSUCgkAVFWRdKWA==,2002-06-04 00:00:00.000000 UTC
21323,2627 Sandview Dr.,,Sooke,7,V0,dbAYDJzfjEqJXroL0OTX2w==,2003-08-23 00:00:00.000000 UTC
14024,2742 Cincerto Circle,,Sooke,7,V0,+7jVSjo+m0C4kyfuUIsd+g==,2003-11-20 00:00:00.000000 UTC
19472,8356 Royal Ann Lane,,Sooke,7,V0,Q0XvHgIgkUOV9/j6ZE0TtQ==,2003-09-02 00:00:00.000000 UTC
21047,1907 Galveston Ct.,,Sooke,7,V0,co0ixb+aNESPyUnkLA/1XA==,2004-06-11 00:00:00.000000 UTC
27518,2731 Wiget Lane,,Sooke,7,V0,J6hvKuYR6kO1B62xw+XW2A==,2002-06-19 00:00:00.000000 UTC
12917,7391 Leslie Avenue,,Sooke,7,V0,kz55DjX7s0iDJPWvECWg/g==,2003-10-15 00:00:00.000000 UTC
19083,6634 Augustine Dr.,,Sooke,7,V0,IRM31Ye7ukiZ6WYf/gjsyw==,2002-06-06 00:00:00.000000 UTC
28492,413 Rishell Ct,,Sooke,7,V0,PgXuTlkA7UKC5N+MJ2IkvA==,2002-07-20 00:00:00.000000 UTC
13839,4036 Elk Dr,,Sooke,7,V0,OQhw0oHy+EOs1VqPdcHm1w==,2004-01-09 00:00:00.000000 UTC
14248,1133 Leisure Lane,,Sooke,7,V0,yQnKMB+FNUaW5Q6gd9P/1Q==,2002-02-02 00:00:00.000000 UTC
28404,6863 Shakespeare Dr,,Sooke,7,V0,ExR/Me5YnUC/h3VGDaGzAQ==,2002-10-24 00:00:00.000000 UTC
22079,4471 Ryan Court,,Sooke,7,V0,pG++pn7g8UeSx3zkJGuhFg==,2004-05-27 00:00:00.000000 UTC
22557,2225 Stillwater Court,,Sooke,7,V0,ibVckcO3QESxd4ohW/TpVQ==,2002-10-22 00:00:00.000000 UTC
15665,4891 Olivera Rd,,Sooke,7,V0,S8xfGLAon0KKW0kTUiAxcg==,2002-02-13 00:00:00.000000 UTC
20552,9817 Cook Street,,Sooke,7,V0,cYblJ9/TvE++1HhH4CfjKA==,2004-01-04 00:00:00.000000 UTC
27663,2942 Berkhire Court,,Sooke,7,V0,BvvSI1Rk60m6D4/3Igl56w==,2003-10-08 00:00:00.000000 UTC
27977,9263 Mt. Mckinley Ct.,,Sooke,7,V0,K0HnETbZWkSu2ehan73v/w==,2003-08-04 00:00:00.000000 UTC
22465,8818 Gentrytown Dr.,,Sooke,7,V0,+c5Dqm+IS0uf+jZjC5DIug==,2003-08-09 00:00:00.000000 UTC
12700,7902 Crescent Avenue,,Sooke,7,V0,0wbs7DZ9uEmPdyP1D2L5hQ==,2004-05-08 00:00:00.000000 UTC
15119,9621 Alamo Court,,Sooke,7,V0,wwoikVRV1Ei2d0IijYpY1Q==,2004-05-15 00:00:00.000000 UTC
18569,3356 Northstar Drive,,Sooke,7,V0,Est/yKHEnU+7WR8AeWXmgQ==,2004-05-31 00:00:00.000000 UTC
28076,9181 La Vista Circle,,Sooke,7,V0,eJl2ndhVbkex/2slZmgNLw==,2004-01-17 00:00:00.000000 UTC
28212,7476 Halfmoon Court,,Sooke,7,V0,e1+pUppplESzomYWATEIwg==,2003-11-01 00:00:00.000000 UTC
28609,4313 Camby Rd.,,Sooke,7,V0,/+v7Wa7CKEesqOAnYaRfWg==,2004-02-19 00:00:00.000000 UTC
11987,6024 Bluetail,,Sooke,7,V0,8NK5G0mpmU2Mo73P9s8jlg==,2003-12-25 00:00:00.000000 UTC
24343,7879 Oxford Pl.,,Sooke,7,V0,yV3pU5iRG0Wh4vcTVB36Rw==,2003-10-17 00:00:00.000000 UTC
26763,6791 Creekside Drive,,Sooke,7,V0,sW/nph0+VUKGLOIegb4q1A==,2003-08-31 00:00:00.000000 UTC
19119,93 N. 39th Street,,Sooke,7,V0,SdKEFPwV60KNwVbzRhbxQw==,2003-08-16 00:00:00.000000 UTC
12016,217 Ram Circle,,Sooke,7,V0,BqoGxskFL0iFV3xQEWfxtg==,2003-10-09 00:00:00.000000 UTC
14399,561 Lewis Way,,Sooke,7,V0,vELGq/zxRUSML495rRJfgw==,2002-09-23 00:00:00.000000 UTC
26883,417 Mt. Alpine Pl.,,Sooke,7,V0,QvLU/WWpZkeWqSBoyNqVCA==,2004-07-03 00:00:00.000000 UTC
20024,8707 Goen Road,,Sooke,7,V0,5gDmNUHEpUCzn8fqnP8cAg==,2003-12-10 00:00:00.000000 UTC
25257,2709 Yellowood Pl.,,Sooke,7,V0,aMbd35tZQEOHcH5EFeUiiA==,2003-10-23 00:00:00.000000 UTC
21246,7627 Hidden Oak Ct.,,Sooke,7,V0,QJ0dVRU2c0aYtcGre64EZg==,2004-01-13 00:00:00.000000 UTC
18595,6929 Citrus Ave.,,Sooke,7,V0,mNNEhnvzdEGfcP/scjXIBg==,2004-03-12 00:00:00.000000 UTC
12560,6155 Larch Ct.,,Sooke,7,V0,lX5Oo5LO9Eef51oAhnF0nw==,2003-05-04 00:00:00.000000 UTC
13153,4912 Mellowood Street,,Sooke,7,V0,td26JUGKD06VNGim7Y+Erg==,2003-11-10 00:00:00.000000 UTC
21688,5710 Encino Drive,,Sooke,7,V0,sg9KuvnZZ0WYbwAp+HMZqA==,2002-05-17 00:00:00.000000 UTC
28052,7685 Imperial Dr,,Sooke,7,V0,oe01CGQTpUKYnQXekXK5rg==,2002-08-07 00:00:00.000000 UTC
22813,7751 Mendocino Dr.,,Sooke,7,V0,k5JjtfBicEGpr6bQ4pyBxQ==,2003-11-29 00:00:00.000000 UTC
12133,9105 Santa Fe,,Sooke,7,V0,ZLiulsOuVEeTKrUBuNwnPA==,2003-11-24 00:00:00.000000 UTC
13285,8380 Forte Way,,Sooke,7,V0,m0NSFENCpku/PLlS8Zw9fA==,2002-09-28 00:00:00.000000 UTC
15481,1695 Valley High Dr,,Sooke,7,V0,sShOvdV0EUOMiBX9KW2fHg==,2004-02-07 00:00:00.000000 UTC
20208,5675 Fairoaks Way,,Sooke,7,V0,AucpD4ZAKE2bTW/wfcwDlA==,2003-10-22 00:00:00.000000 UTC
20390,7625 Veronica Ct.,,Sooke,7,V0,hpKElHn8eEKXRaJcISQE5w==,2003-08-23 00:00:00.000000 UTC
25161,6133 Elderwood Dr.,,Sooke,7,V0,k3LZwwvELkq6dTqljCXsVQ==,2004-03-04 00:00:00.000000 UTC
18849,9379 Terrapin Court,,Sooke,7,V0,JWX9ltekskSOibgNJiq3rg==,2001-11-26 00:00:00.000000 UTC
24870,490 Alan Dr.,,Sooke,7,V0,2m+ANK19nkWGJAWkuTBQCA==,2004-05-27 00:00:00.000000 UTC
14182,3733 Water Street,,Sooke,7,V0,Gkxto8I8dkKqydgtk791PQ==,2002-02-06 00:00:00.000000 UTC
13915,1431 Corte Bonita,,Sooke,7,V0,G6Q9kQ6McU+JrLxtdPZ0LA==,2004-01-30 00:00:00.000000 UTC
15453,7502 Elwood Drive,,Sooke,7,V0,70QG0PlruUG1Ls70c4GFoA==,2002-02-03 00:00:00.000000 UTC
20723,4144 Show Rd.,,Sooke,7,V0,gh7+eYGiN0+Vd4UByJSwrA==,2003-09-21 00:00:00.000000 UTC
20754,5039 Keywood Ct.,,Sooke,7,V0,1OAjVMTyJ0u9QM0B2kgYYw==,2002-03-31 00:00:00.000000 UTC
21397,8703 Market Place,,Sooke,7,V0,ZuEdEQqWeEKVtZ5Y2lTIFg==,2004-01-08 00:00:00.000000 UTC
23168,6542 Greenwood Pl.,,Sooke,7,V0,+5gYtumgvkiXADqDssLMFw==,2003-11-17 00:00:00.000000 UTC
14616,4037 San View Way,,Sooke,7,V0,lbYVvprwnU6J3s8uuce5Vg==,2003-11-20 00:00:00.000000 UTC
21384,9171 Driftwood Court,,Sooke,7,V0,cU0gsIxMYUCxOKvaoW4oPg==,2004-06-18 00:00:00.000000 UTC
25139,869 Cherry St.,,Sooke,7,V0,uozPapH+UkCvVJM2TH3b8g==,2001-12-02 00:00:00.000000 UTC
29749,3904 Piedra Drive,,Sooke,7,V0,QqNGGSEk4kWyH5h12WOsVw==,2002-06-19 00:00:00.000000 UTC
15676,6813 Morning Way,,Sooke,7,V0,DQU0lVEUq0aKSAE35705lw==,2003-12-29 00:00:00.000000 UTC
23465,2647 Santa Ana Dr.,,Sooke,7,V0,MYJQcBZv3kWohQywfUkYiQ==,2004-01-25 00:00:00.000000 UTC
12089,9111 Almondwood Drive,,Sooke,7,V0,9n0VJzHlckqi0ii+6DRvAg==,2004-03-14 00:00:00.000000 UTC
27763,2219 Dewing Avenue,,Sooke,7,V0,ofD+dQ+vw0qpG9DN0yWbmg==,2004-05-30 00:00:00.000000 UTC
27929,7554 Lakeview Pl.,,Sooke,7,V0,piXM37riz0GLqzOC+nnxOQ==,2003-11-15 00:00:00.000000 UTC
12798,8033 Chaucer Drive,,Sooke,7,V0,gsJYqb43FEKogsr83kmXFw==,2003-09-22 00:00:00.000000 UTC
21714,6732 Tanager Court,,Sooke,7,V0,9qrAZXhgJU2eG2S6L4McCg==,2004-05-26 00:00:00.000000 UTC
24174,2201 Huston Road,,Sooke,7,V0,faTnfhTnyUenO713JzeR7A==,2002-02-12 00:00:00.000000 UTC
12404,9407 H Street,,Sooke,7,V0,rpW5AQsqMESUL6Od0up9+w==,2004-01-05 00:00:00.000000 UTC
12433,7132 Rainier Dr.,,Sooke,7,V0,wd50HkUzaEKXHZGOQfx3Fw==,2003-10-17 00:00:00.000000 UTC
19735,4001 Camino Solano,,Sooke,7,V0,YEGhbhEgekmRRwVoXKw3rA==,2004-03-30 00:00:00.000000 UTC
29761,7281 Barberry Court,,Sooke,7,V0,y3vneizsGUSY9NkNq/RVvg==,2004-03-27 00:00:00.000000 UTC
15734,539 Rolling Green Circle,,Sooke,7,V0,sGJ1Pz0LhE+xiTIGtc1a4Q==,2002-04-18 00:00:00.000000 UTC
18753,5484 Cornwall Court,,Sooke,7,V0,mCcINZK+J02jmUo+cMtBJg==,2003-11-27 00:00:00.000000 UTC
20222,3192 Shore Rd.,,Sooke,7,V0,68obyfDPc0CFk6dAoSWfVg==,2004-01-12 00:00:00.000000 UTC
25542,6359 Sand Point Road,,Sooke,7,V0,3trjJ7C6ZkCaqB4VuOTttA==,2004-02-27 00:00:00.000000 UTC
27039,9810 Rishell Ct.,,Sooke,7,V0,ArQXC0gOPUKMwlgiu7n1rg==,2001-11-27 00:00:00.000000 UTC
13044,2527 Mohawk Drive,,Sooke,7,V0,NyVF93gZn0OoYCYc+Fik+A==,2003-09-16 00:00:00.000000 UTC
14859,4914 Sierra Drive,,Sooke,7,V0,mFtjUYfC9EulprXT8mpYHg==,2003-11-03 00:00:00.000000 UTC
16996,9684 Morello Heights Circle,,Sooke,7,V0,LwxdQ8M5FE6YNZ8REyWoXg==,2003-12-23 00:00:00.000000 UTC
22504,8858 Via Doble,,Sooke,7,V0,XOc+H1c2OEKUY/55f9fBZA==,2003-10-15 00:00:00.000000 UTC
23993,7352 Mt. Wilson Pl.,,Sooke,7,V0,5caLqGWSMECo5vgKKR5JWQ==,2004-05-02 00:00:00.000000 UTC
12999,7401 Las Palmas,,Langford,7,V9,gTtSz8umskWXARmAIVZ9Bw==,2003-12-11 00:00:00.000000 UTC
13700,8645 Michigan Blvd,,Langford,7,V9,kdo0KTYzJE+C/knMhIQKIA==,2003-10-06 00:00:00.000000 UTC
18750,531 Northridge Drive,,Langford,7,V9,2Mod7H3dW0uyfUac4M1Fig==,2003-01-31 00:00:00.000000 UTC
22039,4402 Baker Drive,,Langford,7,V9,Xu0VU/iQgUKiw7C9fGvAnQ==,2004-03-28 00:00:00.000000 UTC
24816,2708 Saclan Terr.,,Langford,7,V9,3Lv1qD+0LkyfW1Fz9whLNw==,2004-01-27 00:00:00.000000 UTC
18637,6091 Bluefish Lane,,Metchosin,7,V9,/TQmHKe1HU6u63/HQqZ6FQ==,2003-11-19 00:00:00.000000 UTC
26079,2966 St. George Dr.,,Metchosin,7,V9,Jpn3ezTTTEuS6/Ms7ug79g==,2003-11-18 00:00:00.000000 UTC
14487,7914 Woodpine,,Langford,7,V9,s1hA0XgIZ0Sd9hYtMiDTWg==,2003-08-01 00:00:00.000000 UTC
18493,3433 Roland Dr.,,Langford,7,V9,ZwMjuKn3vEqEWg5XS2h9jA==,2004-06-06 00:00:00.000000 UTC
21163,8274 Springvale Court,,Metchosin,7,V9,D7Kse+dqC0SuBxuwxkLcYQ==,2003-12-20 00:00:00.000000 UTC
23809,4998 Prestwick Ave.,,Langford,7,V9,N4ITBcyQ70CIZhImQAOG/g==,2004-03-31 00:00:00.000000 UTC
25176,233 Waterview Terr.,,Metchosin,7,V9,8T4rNXIH6kW8ruV5MqWyRA==,2003-12-04 00:00:00.000000 UTC
28111,2812 East Lake Court,,Metchosin,7,V9,jJYcb3zvIUSXV3heNko1jA==,2003-08-01 00:00:00.000000 UTC
29313,9659 Walnut Blvd,,Metchosin,7,V9,O/Qr5UPFT06qHVXcn+eXtg==,2004-03-20 00:00:00.000000 UTC
21639,8834 San Jose Ave.,,Metchosin,7,V9,8Fx+I58om0+nhyC7KaGC/A==,2003-08-25 00:00:00.000000 UTC
22410,4194 Baywood Drive,,Metchosin,7,V9,x7QstYegnkqp8/n8N8SULw==,2004-01-12 00:00:00.000000 UTC
23090,891 Melinda Court,,Metchosin,7,V9,fwYEecMY10CDwkoEe5+jig==,2004-05-21 00:00:00.000000 UTC
24086,3679 Diablo View Road,,Metchosin,7,V9,6xSz9MtpIEKvfJxZGKt6bQ==,2003-12-30 00:00:00.000000 UTC
28960,4650 Carlos Dr.,,Langford,7,V9,4ZVGhMthAkOzMpbxsq+OuQ==,2004-02-06 00:00:00.000000 UTC
15602,3708 Lenox Ct,,Metchosin,7,V9,pMvSl2gmRUWYIqJZtqosUA==,2004-03-21 00:00:00.000000 UTC
21258,6131 Green Leaf Drive,,Metchosin,7,V9,dKBq13hdKUWisR9tqGGLaw==,2004-05-25 00:00:00.000000 UTC
29659,9321 Quiet Place Drive,,Langford,7,V9,ypT5jQVaBk+QIy/JddP2aQ==,2003-12-01 00:00:00.000000 UTC
22812,6255 Macalvey Dr.,,Langford,7,V9,SqpP5gR+g0uJMUKWKBpeIQ==,2003-08-17 00:00:00.000000 UTC
23148,601 Asilomar Dr.,,Metchosin,7,V9,BOf/ke3grEOrJ9xQz+VTzA==,2001-07-01 00:00:00.000000 UTC
27674,7041 Notre Dame Avenue,,Metchosin,7,V9,werAeDNlFkGHUmBhGfFSQA==,2003-12-19 00:00:00.000000 UTC
15908,6228 Rivewview,,Langford,7,V9,Eesxi1v2NUibAPldTqWHzQ==,2002-08-19 00:00:00.000000 UTC
16620,2374 Flamingo Drive,,Metchosin,7,V9,E0c+QqQKeUa8K10rrRRQQg==,2003-08-20 00:00:00.000000 UTC
23808,5466 Kaitlin Pl.,,Metchosin,7,V9,STsNtxFL50KicnnM5+W5oQ==,2003-09-03 00:00:00.000000 UTC
26656,5373 Montgomery Ave.,,Langford,7,V9,wY2CooyZ/UG/Vs3HipHiiw==,2003-10-22 00:00:00.000000 UTC
11826,346 Sutcliffe Pl.,,Langford,7,V9,W91u4iLVwE2/I42s0+Uedg==,2003-08-03 00:00:00.000000 UTC
14691,8014 N. Civic Drive,,Metchosin,7,V9,uMxjTrcvSUqmAQZ+pC4sOg==,2004-05-04 00:00:00.000000 UTC
14768,1462 West Cliff Place,,Metchosin,7,V9,GZ/lQALxxES2xXtbMN+i2A==,2003-10-01 00:00:00.000000 UTC
16299,9397 N. 8th Street,,Metchosin,7,V9,RDLGJi9JCE+Hbxv6X7xGtA==,2001-08-19 00:00:00.000000 UTC
22285,6454 Denkinger Road,,Metchosin,7,V9,gFnUJbyZl0ywDUgWf3BOnA==,2003-08-07 00:00:00.000000 UTC
26261,7796 Adobe Drive,,Metchosin,7,V9,qguCwBxa5UegnRsB61xkdQ==,2003-10-02 00:00:00.000000 UTC
17924,6970 Frame Ln,,Langford,7,V9,B6jiITECXE2UMkVlIuZDXQ==,2004-03-03 00:00:00.000000 UTC
18754,3562 East Ave.,# 4,Metchosin,7,V9,rOhd2ocGFUas52oEZ6mOUA==,2003-08-03 00:00:00.000000 UTC
27641,4399 Mary Drive,,Langford,7,V9,uBQUtaRo8k+09LEAFXOYgA==,2003-09-04 00:00:00.000000 UTC
14588,1256 American Beauty Dr,,Langford,7,V9,jyDBezbfqEeYIxaQf3EYsg==,2003-08-03 00:00:00.000000 UTC
14869,5087 Pastime Drive,,Langford,7,V9,q85teYAoQkuHBCq8a+EMlg==,2003-09-19 00:00:00.000000 UTC
15860,3844 Lodge Drive,,Langford,7,V9,lRirSfH8iEqUMcKspgw5+Q==,2004-04-07 00:00:00.000000 UTC
27298,2860 Brentwood Circle,,Langford,7,V9,MMeoGtlb3UWom2xHLXSF3A==,2003-08-02 00:00:00.000000 UTC
29837,9809 Cardinet Drive,,Langford,7,V9,n4htXI1Vak+ExSm5W1shpA==,2003-08-29 00:00:00.000000 UTC
11813,7644 Corte Segunda,,Langford,7,V9,71CMGOZXNUCFDUM447fICw==,2002-09-30 00:00:00.000000 UTC
17844,2399 Stafford Ave,,Metchosin,7,V9,Amb2vqKJhU2BjTUyC/FTdw==,2003-10-08 00:00:00.000000 UTC
19004,7281 Running Springs Rd.,,Metchosin,7,V9,mgLbsOLYnkKCfXdFgZCYxQ==,2004-02-03 00:00:00.000000 UTC
28897,6228 Palm Avenue,,Langford,7,V9,Lk4T8CqNu02g8c9KKSupRA==,2004-07-02 00:00:00.000000 UTC
29369,8983 Haynes Court,,Metchosin,7,V9,wE1krJTHeEuUO2o5uX5n1g==,2003-08-27 00:00:00.000000 UTC
29647,2059 Brookdale Dr,,Metchosin,7,V9,khC/BsZTQUaV7f+lNlk3aQ==,2003-10-20 00:00:00.000000 UTC
13764,2190 Rock Creek Way,,Metchosin,7,V9,IMrOAuhPyU+S8sfrZ5v1LA==,2004-05-07 00:00:00.000000 UTC
14366,4873 St Francis St,,Langford,7,V9,IT5COn97nUiyIZCvazy/kg==,2004-06-07 00:00:00.000000 UTC
14377,6541 Bonita Ave,,Langford,7,V9,HURq9MgLqke0cY51RU1Yxw==,2004-06-20 00:00:00.000000 UTC
18183,21 Red Tree Way,,Langford,7,V9,apXnKUZ5vE+zQf2e2n3mVA==,2004-06-15 00:00:00.000000 UTC
